+----------------------------------------------------------------------+
|  OpenHands SDK v1.45.0                                               |
|                                                                      |
|  Report a bug: github.com/OpenHands/software-agent-sdk/issues        |
|  Get help: openhands.dev/joinslack                                   |
|  Scale up: openhands.dev/product/sdk                                 |
|                                                                      |
|  Set OPENHANDS_SUPPRESS_BANNER=1 to hide this message                |
+----------------------------------------------------------------------+

[92m10:29:40 - openhands:INFO[0m: server_config.py:50 - Using config class server.config.SaaSServerConfig
{"message": "Tavily API key not configured, skipping Tavily MCP proxy", "severity": "INFO", "module": "mcp_router", "funcName": "init_tavily_proxy", "lineno": 59, "ts": "2026-09-10T14:29:41.508704+00:00"}
Can't instantiate abstract class UserAuthorizerInjector without an implementation for abstract method 'inject'
{"message": "Using default UserAuthorizer", "severity": "INFO", "module": "user_authorizer", "funcName": "depends_user_authorizer", "lineno": 43, "ts": "2026-09-10T14:29:41.618280+00:00"}
{"message": "OrgInvitation.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.278954+00:00"}
{"message": "OrgInvitation.org local columns [org_invitation.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.278968+00:00"}
{"message": "OrgInvitation.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.278977+00:00"}
{"message": "OrgInvitation.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.279037+00:00"}
{"message": "OrgInvitation.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.279102+00:00"}
{"message": "OrgInvitation.role setup primary join role.id = org_invitation.role_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.279291+00:00"}
{"message": "OrgInvitation.role setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.279327+00:00"}
{"message": "OrgInvitation.role synchronize pairs [(role.id => org_invitation.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.279341+00:00"}
{"message": "OrgInvitation.role secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.279350+00:00"}
{"message": "OrgInvitation.role local/remote pairs [(org_invitation.role_id / role.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.279360+00:00"}
{"message": "OrgInvitation.role remote columns [role.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.279372+00:00"}
{"message": "OrgInvitation.role local columns [org_invitation.role_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.279385+00:00"}
{"message": "OrgInvitation.role relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.279393+00:00"}
{"message": "OrgInvitation.role lazy loading clause role.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.279429+00:00"}
{"message": "OrgInvitation.role will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.279493+00:00"}
{"message": "OrgInvitation.inviter setup primary join \"user\".id = org_invitation.inviter_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.279651+00:00"}
{"message": "OrgInvitation.inviter setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.279691+00:00"}
{"message": "OrgInvitation.inviter synchronize pairs [(user.id => org_invitation.inviter_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.279704+00:00"}
{"message": "OrgInvitation.inviter secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.279714+00:00"}
{"message": "OrgInvitation.inviter local/remote pairs [(org_invitation.inviter_id / user.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.279724+00:00"}
{"message": "OrgInvitation.inviter remote columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.279736+00:00"}
{"message": "OrgInvitation.inviter local columns [org_invitation.inviter_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.279748+00:00"}
{"message": "OrgInvitation.inviter relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.279756+00:00"}
{"message": "OrgInvitation.inviter lazy loading clause \"user\".id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.279789+00:00"}
{"message": "OrgInvitation.inviter will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.279846+00:00"}
{"message": "OrgInvitation.accepted_by_user setup primary join \"user\".id = org_invitation.accepted_by_user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.279980+00:00"}
{"message": "OrgInvitation.accepted_by_user setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.280008+00:00"}
{"message": "OrgInvitation.accepted_by_user synchronize pairs [(user.id => org_invitation.accepted_by_user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.280020+00:00"}
{"message": "OrgInvitation.accepted_by_user secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.280030+00:00"}
{"message": "OrgInvitation.accepted_by_user local/remote pairs [(org_invitation.accepted_by_user_id / user.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.280039+00:00"}
{"message": "OrgInvitation.accepted_by_user remote columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.280052+00:00"}
{"message": "OrgInvitation.accepted_by_user local columns [org_invitation.accepted_by_user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.280064+00:00"}
{"message": "OrgInvitation.accepted_by_user relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.280072+00:00"}
{"message": "OrgInvitation.accepted_by_user lazy loading clause \"user\".id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.280104+00:00"}
{"message": "OrgInvitation.accepted_by_user will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.280148+00:00"}
{"message": "OrgMember.org setup primary join org.id = org_member.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.280529+00:00"}
{"message": "OrgMember.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.280559+00:00"}
{"message": "OrgMember.org synchronize pairs [(org.id => org_member.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.280572+00:00"}
{"message": "OrgMember.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.280582+00:00"}
{"message": "OrgMember.org local/remote pairs [(org_member.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.280591+00:00"}
{"message": "OrgMember.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.280603+00:00"}
{"message": "OrgMember.org local columns [org_member.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.280615+00:00"}
{"message": "OrgMember.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.280623+00:00"}
{"message": "OrgMember.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.280670+00:00"}
{"message": "OrgMember.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.280727+00:00"}
{"message": "OrgMember.user setup primary join \"user\".id = org_member.user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.280915+00:00"}
{"message": "OrgMember.user setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.280942+00:00"}
{"message": "OrgMember.user synchronize pairs [(user.id => org_member.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.280955+00:00"}
{"message": "OrgMember.user secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.280964+00:00"}
{"message": "OrgMember.user local/remote pairs [(org_member.user_id / user.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.280973+00:00"}
{"message": "OrgMember.user remote columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.280985+00:00"}
{"message": "OrgMember.user local columns [org_member.user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.280997+00:00"}
{"message": "OrgMember.user relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.281005+00:00"}
{"message": "OrgMember.user lazy loading clause \"user\".id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.281044+00:00"}
{"message": "OrgMember.user will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.281087+00:00"}
{"message": "OrgMember.role setup primary join role.id = org_member.role_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.281228+00:00"}
{"message": "OrgMember.role setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.281254+00:00"}
{"message": "OrgMember.role synchronize pairs [(role.id => org_member.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.281265+00:00"}
{"message": "OrgMember.role secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.281275+00:00"}
{"message": "OrgMember.role local/remote pairs [(org_member.role_id / role.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.281283+00:00"}
{"message": "OrgMember.role remote columns [role.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.281295+00:00"}
{"message": "OrgMember.role local columns [org_member.role_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.281306+00:00"}
{"message": "OrgMember.role relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.281313+00:00"}
{"message": "OrgMember.role lazy loading clause role.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.281349+00:00"}
{"message": "OrgMember.role will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.281392+00:00"}
{"message": "QuotaIncreaseRequest.user setup primary join \"user\".id = quota_increase_request.user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.281855+00:00"}
{"message": "QuotaIncreaseRequest.user setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.281886+00:00"}
{"message": "QuotaIncreaseRequest.user synchronize pairs [(user.id => quota_increase_request.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.281898+00:00"}
{"message": "QuotaIncreaseRequest.user secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.281908+00:00"}
{"message": "QuotaIncreaseRequest.user local/remote pairs [(quota_increase_request.user_id / user.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.281917+00:00"}
{"message": "QuotaIncreaseRequest.user remote columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.281929+00:00"}
{"message": "QuotaIncreaseRequest.user local columns [quota_increase_request.user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.281941+00:00"}
{"message": "QuotaIncreaseRequest.user relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.281950+00:00"}
{"message": "QuotaIncreaseRequest.user lazy loading clause \"user\".id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.281984+00:00"}
{"message": "QuotaIncreaseRequest.user will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.282027+00:00"}
{"message": "Role.users setup primary join role.id = \"user\".role_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.282409+00:00"}
{"message": "Role.users setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.282438+00:00"}
{"message": "Role.users synchronize pairs [(role.id => user.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.282451+00:00"}
{"message": "Role.users secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.282461+00:00"}
{"message": "Role.users local/remote pairs [(role.id / user.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.282470+00:00"}
{"message": "Role.users remote columns [user.role_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.282482+00:00"}
{"message": "Role.users local columns [role.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.282493+00:00"}
{"message": "Role.users relationship direction RelationshipDirection.ONETOMANY", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.282501+00:00"}
{"message": "Role.users lazy loading clause :param_1 = \"user\".role_id", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.282538+00:00"}
{"message": "Role.org_members setup primary join role.id = org_member.role_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.282718+00:00"}
{"message": "Role.org_members setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.282747+00:00"}
{"message": "Role.org_members synchronize pairs [(role.id => org_member.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.282758+00:00"}
{"message": "Role.org_members secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.282768+00:00"}
{"message": "Role.org_members local/remote pairs [(role.id / org_member.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.282777+00:00"}
{"message": "Role.org_members remote columns [org_member.role_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.282788+00:00"}
{"message": "Role.org_members local columns [role.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.282799+00:00"}
{"message": "Role.org_members relationship direction RelationshipDirection.ONETOMANY", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.282807+00:00"}
{"message": "Role.org_members lazy loading clause :param_1 = org_member.role_id", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.282848+00:00"}
{"message": "SlackConversation.org setup primary join org.id = slack_conversation.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.283054+00:00"}
{"message": "SlackConversation.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.283083+00:00"}
{"message": "SlackConversation.org synchronize pairs [(org.id => slack_conversation.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.283101+00:00"}
{"message": "SlackConversation.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.283110+00:00"}
{"message": "SlackConversation.org local/remote pairs [(slack_conversation.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.283119+00:00"}
{"message": "SlackConversation.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.283131+00:00"}
{"message": "SlackConversation.org local columns [slack_conversation.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.283142+00:00"}
{"message": "SlackConversation.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.283149+00:00"}
{"message": "SlackConversation.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.283289+00:00"}
{"message": "SlackConversation.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.283341+00:00"}
{"message": "SlackUser.org setup primary join org.id = slack_users.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.283624+00:00"}
{"message": "SlackUser.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.283655+00:00"}
{"message": "SlackUser.org synchronize pairs [(org.id => slack_users.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.283669+00:00"}
{"message": "SlackUser.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.283680+00:00"}
{"message": "SlackUser.org local/remote pairs [(slack_users.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.283692+00:00"}
{"message": "SlackUser.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.283707+00:00"}
{"message": "SlackUser.org local columns [slack_users.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.283721+00:00"}
{"message": "SlackUser.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.283731+00:00"}
{"message": "SlackUser.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.283781+00:00"}
{"message": "SlackUser.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.283833+00:00"}
{"message": "StoredConversationMetadataSaas.user setup primary join \"user\".id = conversation_metadata_saas.user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.284438+00:00"}
{"message": "StoredConversationMetadataSaas.user setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.284469+00:00"}
{"message": "StoredConversationMetadataSaas.user synchronize pairs [(user.id => conversation_metadata_saas.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.284484+00:00"}
{"message": "StoredConversationMetadataSaas.user secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.284493+00:00"}
{"message": "StoredConversationMetadataSaas.user local/remote pairs [(conversation_metadata_saas.user_id / user.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.284502+00:00"}
{"message": "StoredConversationMetadataSaas.user remote columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.284514+00:00"}
{"message": "StoredConversationMetadataSaas.user local columns [conversation_metadata_saas.user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.284525+00:00"}
{"message": "StoredConversationMetadataSaas.user relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.284533+00:00"}
{"message": "StoredConversationMetadataSaas.user lazy loading clause \"user\".id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.284573+00:00"}
{"message": "StoredConversationMetadataSaas.user will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.284618+00:00"}
{"message": "StoredConversationMetadataSaas.org setup primary join org.id = conversation_metadata_saas.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.284748+00:00"}
{"message": "StoredConversationMetadataSaas.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.284774+00:00"}
{"message": "StoredConversationMetadataSaas.org synchronize pairs [(org.id => conversation_metadata_saas.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.284785+00:00"}
{"message": "StoredConversationMetadataSaas.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.284794+00:00"}
{"message": "StoredConversationMetadataSaas.org local/remote pairs [(conversation_metadata_saas.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.284803+00:00"}
{"message": "StoredConversationMetadataSaas.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.284814+00:00"}
{"message": "StoredConversationMetadataSaas.org local columns [conversation_metadata_saas.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.284825+00:00"}
{"message": "StoredConversationMetadataSaas.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.284833+00:00"}
{"message": "StoredConversationMetadataSaas.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.284874+00:00"}
{"message": "StoredConversationMetadataSaas.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.284917+00:00"}
{"message": "StoredCustomSecrets.org setup primary join org.id = custom_secrets.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.285095+00:00"}
{"message": "StoredCustomSecrets.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.285120+00:00"}
{"message": "StoredCustomSecrets.org synchronize pairs [(org.id => custom_secrets.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.285135+00:00"}
{"message": "StoredCustomSecrets.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.285146+00:00"}
{"message": "StoredCustomSecrets.org local/remote pairs [(custom_secrets.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.285155+00:00"}
{"message": "StoredCustomSecrets.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.285167+00:00"}
{"message": "StoredCustomSecrets.org local columns [custom_secrets.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.285180+00:00"}
